Column1,Column12
ちゃんとその後のツイートでも職業倫理の欠如を発露されていて ,1
この考え方はダメかもしれませんが、嫉妬してしまったので…##今日私が出演予定だったラジオ、ラジオパーソナリティさんの 、明日のステージで誰よりも1番人々の心を掴んでやりますよ！！そのパーソナリティさんもな！,1
この前ｷｮｳｻ...ﾄ...が弊学前で 演説をされてたようですが...______,1
コロナがまた増えて来てるのに、##会社の飲み会を##税金対策の為に再開させた我が社。## ,1
ネチネチ攻撃## ##整理部の基本文型。,1
拾い画でチヤホヤされてる奴が1番醜くて人間性あるから ,1
お金下ろす時に残高見んよ！減るの悲しいから！って言ったら、お前は変わってて面白いなぁって言われた。うちからしや ,1
やべぇ##世の中のぎゃるぴしてぎゃる〜！とか騒いでるじぇーけーに不満しか出てこねぇ__## 、こちとら写真撮る時とかぎゃるぴなんてしねぇからな__##ぎゃるといえばeggポーズだろ____##絶対あれ名前改名するべき__##あっ、ガールズがやってるのは可愛いからなんでもあり,1
でも付けないとやっていられない。まさかとは思うが、「身体機能をタブー扱いすること」と「何でもかんでも明け透けにはせずプライバシーに配慮すること」を同一視しているのだろうか。「前者は良くないことだから後者もオープンにしよう」という ,1
ヘテロはいつも性別を超えてて ,1
シス男子やトランス女子が精通で汚した下着を周りのアドバイスを受けながら洗ったり対処したりする映画はいつできるのでしょうか。 ,1
クレイジー女にしては ,1
 だったな###ELDENRING,1
魔法でベッドを広げる作法が伝わる中央の国、いざ事を始める時は そもそもアーサーのベッドはキングサイズなので狭くはない,1
千葉も同じ気持ちだと思うんだよな〜## ,1
まさにこういう顔になりたかった！っていうツイドルを見ては病んでいた時期が懐かしい##どうしようもない病みを減らすのに、自分のことで精一杯になるのは ,1
今回のイベント非難轟々だけど、人が減ってるらしい現状でこういうイベントぶっ放せる運営の胆力を ###ロススト,1
 ,0
君たちが約束にルーズなことは凪ウィークで ,1
役所の仕事って非効率に見えるけどそれは労働を配布している ,1
お役所頭おかしい__####あと、おかしい場所の一つなので ,1
半日以上を学校で過ごす。## ##土日にも来るし#######教師のバトン,1
再任用の先生、これで仕事やめたから  #バカ / 1件のコメント,1
黒星こそ付かないけど7回無失点の高橋宏斗くんを援護しない打線ってあれか、 ###dragons,1
しかしまぁ、すっかり質実剛健な費用対効果重視のオペレーションになった名古屋はブランド好きの名古屋人には物足らなくて、ブランド品を高価で買い漁っていた大森GM時代が ぁ。 #grampus,1
 ,0
__「面倒くさい頼み事された時に真っ当なこと言って諭してる風を装いながらやりたくない事を躱す♣_ 」####__「宿題を見て欲しい？はは、それは自分の力でやらないとダメだぞ」##♥「うわ〜！言う言う！！www」##♠「丁度昨日言われたセリフだ！！」,1
バズったツイートをTERFに利用されたから「トランス差別に使うな」ってかいたら「このツイートがトランス差別に使えるって“解ってる”なら『女性』と『男性』の違いを理解してるってことじゃん」みたいな絡まれされたんだけどお前らはいつもそうやって無限にめちゃくちゃな事を言うよな ,1
手遅れになるな。。。##コレはorz##いつになったら、学ぶんだ？？！？##〇〇の一つ覚えで、 ##「現時点で行動制限は考えず」コロナ感染拡大で政府,1
国際政治学者や研究者達がこぞって合理性など考えられないと判断するロシアのプーチンの蛮行を目の当たりにしながら、見ないふりできるのが ##自分たちに都合の悪いことは主張の為に無視するのは共産党らしいといえばらしい仕草ですね,1
小学校って明らかにヤバい怪我に対して ,1
私の話はさておき、この子は明らかに重傷でしょうに…。##学校には救急車呼べない ,1
こういうの不正利用やり方発見できちゃうんだから、中国人は ,1
でも本来七夕は旧暦の7月7日なので、天の川は今日は実際には出ていないのでは？と思ってるし、 まである,1
フェが眩しくて見てられなくなるヒュが ,1
これは けど、テニミュ見たことないのかな？になってしまう,1
ロゴに自信ありげなグループだから ###マシュマロを投げ合おう,1
別に好みじゃなかろうが好きにすりゃいいけど、まぁ正直私は世間でかっこいいって言われてる人達のﾋﾞﾂﾞｭが誰ひとり刺さらないしﾋﾞﾂﾞｭが良い＝推すという思考でもないので、__が売れるのはおかしいって言えちゃう人たちは世界が自分と全く同じ嗜好だと思い込める ,1
 自民党から出てくる候補者たちは。####まともな人いるの？って疑うくらい酷い人が多い気がします__,1
テレビがあります！だから契約が成立します！という 、実に現状にそぐわない状況を必死に正当化しようとする虚無の群れでしかないという辺りをいい加減認めた上で正しく是正してほしいですね,1
#ちむどんどん##ちむどんどんする派「和彦と暢子はお似合い」##ちむどんどん反省会派「和彦と暢子はお似合い」## ！！,1
“状況”が状況とはいえ、この流れ、あの試合でブーイングも叱咤激励もなく温かい拍手って、よく落ちるチームがやってるパターンよね。##色々な事象が重なったことにより、 ,1
ロシア海軍太平洋艦隊は太平洋一周旅行ですか。 ###cozy1242,1
去年の七夕はゼミ課題に追われてましたあ##そして東京に居るの鬱すぎてお腹壊してましたあ##毎年 ,1
東京の朝の電車って## ,1
【ナメクジ】##をよく使う大人が近くにいた場合#### で、適切な距離を取りましょう。,1
辞め「させて」…。奥さん、嫌がった感じだな…。それとも「させる」という言い方で『ぐいぐい引っ張る男らしさ・頼もしさ』を ,1
&gt;バカ丸出し__の音楽界__####そりゃあのプーチンが署名するくらい 。バカ丸出しだよね,1
夏のキッズ映画みたいな夢みてほんと感動した　頭空っぽそうで ,1
野良チャイニーズマジで乙3 ,1
しーちゃん「 」###乃木坂46ANN,0
でも面白いよね。##１１兆も使途不明金出した与党には触りもせず、こんな、 を、みんなで寄ってたかって目の色変えて叩いてる。##11兆の他にも、太陽光パネルによる自然破壊、コロナ不況、食糧問題等々、議論することは沢山あるというのに。,1
たまに推しも阪神ファンだし大阪に良く行くのにジャイアンツファンなんですねみたいな捨て垢DMくるけど、俺そもそもアイドルヲタ始めて今みたいに推し事って概念持ち始めたのまだ8、9年くらいよ？####その前にこちとらジャイアンファン歴21年目じゃ#### ボケ,1
呆れるほどに ｗ日本はこういう時の反応は鈍いんだろうな。,1
日本がSDGs達成だー！とレジ袋を有料化してる間に、 ,1
自分の仕事を否定してる憲法を遵守しますって誓わせるの、 ,1
妹、深夜に毎日歌う。歌手でも目指してるのかな ,1
 ,0
セボさんの｢マサなら出来るでしょ？｣という煽る言葉を聞くと なマサくん,1
大外、「ここで〇〇を出すんですね」とか言いながら ,1
 。日本の先を行ってますな,1
 でした。##ナイス痛烈,0
今日のボ！、大攻防戦で1プラント目圧勝ループしてればたくさんの人に んじゃね？,1
今度からプラカード持つのは、 ？##公的な場だし、きちんとスーツを着てね,1
で真意と合致する可能性が往往にしてある解釈がこのぐらいありました。####だけどお前曰く､ひとつの解釈は言質をとり､言及をしたので度外視できますということを言って解釈の幅を狭めた。####それを踏まえて今､お前はまたAの解釈ができるのか,1
あー今日のちび◯こモンスターのパパさん、 ,1
これだよね、こういうの切り取り報道って言うんだっけ？##撮影者はテレビ局で仕事できる才能あるね,1
研修期間延長、配属プロジェクト再検討。 ,1
今日帰ってたら、後ろから##自転車のベルの音聞こえて##中学生が##「どけやお前」だって！## ,1
確かさぁー2019か2020に｢今年中に全員ソロ出します｣って言わなかった？違った？リリースの遅さは ,1
valorantで嫌な人に当たった…##なんではじめましての人でこんなに口調強くプレーを指摘できるんだろう。ブロンズ帯で拗らせてるなあ。##言い方がひどい。挙句の果てに負けたら「ha-」とだけチャット。す ,1
音楽業界のこの顛末と、アニメ漫画関係の表現の自由を巡る候補者推しを見ていると、音楽業界の周回遅れというか、程度の低さを実感する。ハイスクールのカーストでバカにしていたオタクに抜き去られているの、 。ハイスクール出てから本読んでもええんやで,1
レウスが嫌いな理由は何かあると直ぐに飛んでブレス打ったり毒浴びせてくるから。さすが「空の王者」って言われるだけあるなぁ！ ,1
多くの人が挙げてるけど「お前が言うな」案件。もしそうでなければパソナは …。なお実際のところは「教育を受けるカネがない」という負のスパイラル。,1
指示待ち世代のマニュアル人間が答えを求めるようになっただけ進歩してるんじゃないっすかねこんな手垢が付きまくった骨董品のような若者論を大真面目に受け取る人がこれだけ多いんだからやっぱ若者論は基礎教養として皆さん学ぶべきですよ。,1
どうやらうちの大学の生徒は ,1
男児帰宅するなり、ダン！！####熱中症でランドセルごと倒れたんですか？そうですか、 ####静かにしろよ。#####騒音被害 ##親子で楽しく #かかと歩き####あー！！！消えてしまえ____,1
共産主義を と思うよ,0
集団ストーカーエアコン業者に完全にバックレられた。お前らの施行不良が原因でガス漏れ起こしたんだろうがボケェ！電話も繋がらないのでもう実費で直すしか無い模様。## ,1
んでそゆのを気に入ってしまう時点でなんていうか相手方も見に行けなくなるし## ,1
ネット見てると妊娠中の奥さんに家事やらせる旦那って本当に実在するんだ…怖…てなる##実際自分がつわり経験するまでわかんなかったけどつわり酷い時まじで家事全然できない、生きてるだけで精一杯なのに そんな奥さん隣にして自分の身の回りすらできない成人男性って ,1
何故自分でとっとと加工してOK取らないんじゃろか…？##私とトリスケさん両方撮ってる被写体だと、例えばYunaさんとかは ,1
別の生き物としてってことかと。##そんなアホなこと高貴な俺たちには到底真剣にできないわ的な。##「ホストに数百万貢ぐ女ってほんとすごいよな、シャンパンは小便になって消えるのにwほんま尊敬する」,1
異次元の世界。共感力とか失言とかそういう次元の話じゃない。 ####やっぱりTwitter見てるとダメだわ。。というか政治関連のニュースを見てると本当に精神的にやられる。####ちゃんとした政治家の人たちに頑張ってほしい。ちゃんとした人もいるよって…。,1
下手なSFより中国を見ている方が ,1
男同士の恋愛を舐めるな、というお話。なんなら ,1
「_つくな。素直に言えばいいさ、遊びたいって。どこでも連れていくよ、首里城でも美浜でも美ら海でも。みんな喜んで案内するぜ。戦争のこと知りたいとか嘘つくな」###### #####ちむどんどん,1
もうそれが今の日本人のレベルってことだよね__まあ大半高齢者やけどもね‥みのもんたで納豆消えるのと根っこは同じだよね‥ ,1
烏丸からの京都タワーやから、##たっかい運賃の ,1
MP氏####皆が体張ってクリスタル止めようとしてるのに、 ,1
俺に奴隷がいるなら ,1
最近はじめからつけてる人より、外してたくせに私の顔見てつける人にイラッとしてしまう__##その後、 ,1
三人寄れば色恋の話、みたいな思考回路がよくわからないから誤ってそういう場に混じったときに ,1
 、1位2位予想の人達だわ,1
たまへーさんの足を引っ張るたいやきさん##私を犠牲にしてゴールしたシロムンクさん…いやー足の引っ張り合いも ,1
pixivにマネヱヂヤアの絵大量にあって草##お前は性別不詳なのに都合よく女化されるんだな、 ,1
ソンムル禁止になるの早すぎて驚いてる、、そっか、、宿舎のラック破壊する量なんだもんね、 ,1
頭使ってほしいな,1
ファミマのメンチ おこげの味がして美味しい,0
国は景気が良いようで,1
さーすーがー自民党さん！！！,1
最近自民党黄金ムーブしすぎて逆に策略なんかって思ってしまう,1
流石にそんな人でなしなことをテレビはやらんだろう。,1
ほんと ,0
内科医によるテキトーな腰痛診療からの鍼灸師コラボは本当に相性がいいと思いますね。,1
後れ馳せながら「底辺の仕事」の記事読みました。##定義のひとつとして“誰でもできる”があると知り残念に思いました。##私が働きながらコツコツ学んだ知識や、頑張って大学で学んだ知識、資格を取得したことは『誰でもできる』ことなんだね。##そこのあなたも ###保育士　#保育,1
比較の対象というのは理解できるんですけど、全体主義でもない限りは格差がないなんてありえないかと。努力しない方を大事にする感覚はわかりません。,1
かっこよ##問題発言ですよ、ご自身で言う通り。,1
今コロナで検索するとマジでヤバいことしか出てこないんだが...####ワクチン容認していた人の仕事は終わったのか。本当にお疲れ様でした####しかしコロナって不思議だよね。こんだけ高温でも感染者が倍々と増えているんだから##ワクチン打った方がいいのかもしれないね,1
政治がもっと結婚・子育てに寛容だったら結婚や子持ち世帯増えていたと思います,1
大通りの信号でも関係無いってか。##いやぁ流石です。真似できないわ〜##ちなみに産業道路です。####車両完成度100点。ドライバー0点。##横浜300？て1690のレクサスさん。####車は ###川崎市 #拡散希望 #信号 #レクサス,1
「フェミニズムはもはや時代遅れではないか？」という議論が起こるなかで、「やっぱりまだ必要だわ……」となる自民党からのナイスアシスト / “「 」少子化、未婚めぐり自民・桜田元五輪相：朝日新聞デジタル”,1
展示訓練等で体験航海に参加される皆さんへ####船酔い対策だけでなく、熱中症対策も徹底してください。自衛隊は皆さんの体調を ,1
イソジン吉村・雨ガッパ松井、この２人はどうにもならん__##戻って首長の仕事しろ__##またコロナで日本一目指してるのか？## ##維新に騙されてはいけない__##維新に投票してはいけない__,1
選挙前に発言してくれて ,1
カバーストーリーは「痛ましい事故」だし死者は出てそう####DAにとって「目障りな電波塔」が「平和の守り神」=結果は芳しくなかった####「事件は事故になるし、悲劇は美談になる」これは旧電波塔事件のことを想起しての発言と考えられる　旧電波塔における千束にとっての悲劇が、 ,1
はいはい、 ,0
でも、「結婚して一人前」「子どもをうんで一人前」との決めつけは強いから、日本が経済的にも文化的にも停滞しないで、そこそこ繁栄したままだったら、そのての重圧や見下しに何度も遭遇するはめになったかもしれないと思う。##そう思うと、やっぱり ,1
そこはまぁそれぞれの宗派やね　俺は本人や周りが 　教なので,1
少子化の責任を女性に押し付ける自民党のおっさん議員。こんな人でも元大臣を務めていたと言うのだから  ##「女性はもっと男性に寛大に」少子化、未婚めぐり自民・桜田元五輪相：朝日新聞デジタル,1
長い会議は ,1
根性論嫌いなのに、根性論で乗り切ろうとしてた自分に ,1
海外を見てれば声出しを規制するほうが時代遅れなんですけどね……。####本気でペナルティを与えたいなら罰金より「無観客」がいいんじゃないですか？新型コロナ感染対策にもなるし,1
ウェアハウスで投げてるけど、隣のカード買いたて初心者が180何回も出してて501も3ラウンドアウトしてて ,1
久々に夜バス乗ったけど、この狭さ ,1
院政は天皇側が摂関家から権力を取り戻そうとして武士であり陸奥の砂金を手に入れていた源義家を院昇殿という破格の待遇を持って、武士の台頭を許しそれまでの身分制を崩壊に導く## ,1
お札でしか入金できないATMの支払いで499円という想像しうる限り最悪のお釣り額来て頭にきますよ〜##財布の中身いっぱいで ,1
 ,0
そこそこ走る馬に乗れば永島さんはしっかり ,1
モナWi-Fi、対応が悪いと怒られて現状なのに全く改善していないのが相変わらず ,1
TERFってなんでトランス差別に反対する人フォローしてるんだ？と思ってたけど、もしかして普段他人のツイートの しか読めないんですか？,1
ペーパーハウスコリア、冒頭から「 」というネトウヨ界隈を刺激する自虐を叩き込んできた,1
もう日プタイ語英語字幕を待つより私が1からタイ語学んで 気がするな,1
アップルさんはスペシャリストが ,0
〜休憩中〜####暑い…暑すぎる…####この季節に会社のエアコンぶっ壊れて##扇風機だけ…####現場も暑いし休憩する所も暑い…####これが かな？,1
古典担当が今まで予習してなくて、今日初めてちょっと予習してきた人に「これからね、初項0、公比10の等比数列みたいにどんどんやってきてね」##って言ってたけど、初項0の等比数列は で草,1
もう少し上手くやれよ自民党______。 。。,1
そう考えると男、ほんとイカれてるの多いんだなと思いますね…##オーケーストアはいいぞ！と言い出す有名な垢の女性##差別だー！婚約相手がオーケーストアで喜ぶか試そう！と言い出す女##オーケーストアで喜ぶタンクトップの夫の ##これやってる女、誰一人いませんからね,1
タカラトミーくんは、せっかくまたデュエマが盛り上がりを見せてきたところなのに水を刺すのが上手いね##ガイアッシュ欲しいかな〜位だったし買えなくても問題はなかったんだけど、タカラトミーモール限定商品は何度もこうなってたのに一向に反省しないから、さっさと 鯖改修しろ,1
ミスを許容できない世の中、ギスギスしすぎて嫌やな。故意的でないミスなら許容する器を持てや。####ミスに文句垂れるやつは、それはそれは、全くミスしない優秀なお方なんでしょう。####そんなお方には、 というものを見せていただきましょうか。,1
まぁ、 において、今の国会は確かに日本の代表かもしれないけど。,1
なんで を合わせないんでしょうね,1
ミニマリスト志望のみなさん、傘の「軸」は断捨離できますよ。これからは笠ですよ！もちろん、折り畳めるし。##携帯が手放せない勢のみなさんも、これなら、歩 ###傘 #暑さ対策 #日傘 #日傘男子,1
というか、稼ぎ方教えます系怪しいエンジニアは声だけデカイので##そのうち 、知らん間に消えてくから####セミみたいに儚い生き物だなあと思うときがある,1
ただでさえ主婦の傍ら仕事してて収入そんなに多くないのに税金とられたら 貯まるわけないですやん！,1
ブルーシーよりもデヒロがリプにいいね押してるの ####流石、親戚のおぢさん＆宣伝部長ですね,1
規模や人数が違うと言われればそれまでだけど。####私の地元も道がなくなり人が住める住めないとまだやってる。####でも皆んな北へ北へいくよね。 に行ってるのかな。####北にはなんか美味しい餌でもあんのかね,1
ロシア陸軍のスタンダード【大隊戦術群】が、##敵正規軍には通じなかった事を知れたいい ,1
嬉しいけどそっちじゃないす##物欲センサーは ,1
主治医への ,0
数字しか見てないやつかなあ、これ##分母を理解してない####また、一例として取り上げてるから、数字が違うのは当たり前なのに事実と勘違いするのもな。####小2娘に理解させるのに苦労してる点を、 、そりゃ子どもはもっと分からんか,1
国民はすぐ誤解するからなあ。 ,1
麻生氏って、ほんとに##『 』,0
政権与党側の人はさ、将来のマニフェストじゃなくて、 の実現率語れよ #アシタノカレッジ,1
政治が難しいなら、ぽっと出のアイドルが ,1
  #アシタノカレッジ,0
わかる##この10年で賃金下がり続けてる中消費税で搾取してくるくせにどの口が賃上げ生活水準上昇を謳ってんだ？？？？と逆に私の意思をより強固なものにしてくれるんだよね！ ,1
toitoiいいねしただけで ,1
「今まで選挙行っても何にも変わらないと思ってたけど、インボイス制度まじで 。インボイス制度様様,1
麻生さん、相変わらず間違ったことは言っていないようで。記事読んでない人というか、記事を使ってイメージダウンを狙ってる人が騒いでる印象ね。####弱い者が虐められるのは道理だし、君達の言う弱きを助けるのが ,1
知り合いや友達が多いことを自慢する人が、飲みや遊びに行こうって誘って来ることが「かなり」多いんだけど ###自己愛性人格障害###自己愛性パーソナリティ障害,1
今日もみんなマスクをしている。## ,1
夫くらい ,1
過ちには寛容でありたい__####いつもそうだけど、誰かを非難する人には、 ,1
何という ,0
そういう奴は結局高くても低くても嘲笑対象を馬鹿にするんだよな## ,1
ロボトミ未プレイであの世界観と話についてこれる人々、 ,1
これを脅しではないとしたら一体なんなんだろね…####で、今しか見えてない人達が、#### ,1
ここ半年以上、警察のお世話にもならず、デカいスリップもないので、こちらのアカウント人気無いです。####不幸を待ちわびてる皆様のご期待に応えられず、スミマセン##去年は特大スリップ・癌報告でバズったワイですが。##今年はネタ切れにしたい。#### ,1
僕のDMに204000ルビーの当選通知が来ないバグがおきてるのですが ###ジャンプチ ###僕にもルビーくれてよー,1
中国人の「恥」という概念を持たない無垢な厚かましさは  ,1
業者やネカマの裏垢女子からは ,1
起きた事は重大ではあるけれど、他人事の様に担当者や弁護士に聞いて返答するより遥かに好感が持てますね。#### ,1
すごい。 ,0
そりゃ、始発終電で してたらいつ勉強すんだって話でしょ？,1
忌避しすぎるとあってはならないとしてあったことすら塗りつぶされるというね。塗りつぶしたあとには何も問題のない景色が広がっている。#### ,1
TwitterとかYouTubeでもそうだけどとかつけちゃうやつなんなんやろ。 な。,1
これの何がいけないのか 『限られた面積で設置しなくちゃいけない』んだし防犯のためには女性用トイレは分けたほうがいいしトランスピープルも入りやすい良いトイレじゃん##心配しなくてもジェンダーレストイレは実質男トイレだよ,1
ただこれだけは言える。##使いやすい。##振りやすく、程よい長さと重厚感、重量バランス。##あと曲がりにくい。##一方、某狼男先生の奥様の杖はおもっくそ曲がる。##ものすごくしなやかなとこも再現するとはさすがやで,1
今回のイベントで で星5になったライス…,1
ゼネレ一ションQ、まだシ一ズン2は見てないので改善されてるかもだけど、女性同せい愛→卜ランス男性になったキャラが一度は「卜ランスゲイ」にクラスチェンジするあたりが意味わからんと思ってる##Maleと付き合うFemaleとか何がマイノリテ一なのかわからん##ああ ,1
まだau繋がらないんだね___####電話が鳴らないと ,1
表現の自由戦士はちょっと前にあった事件も無かったことにして表現規制のせいにするからタチが悪い##そらその尺度でもの見てたら ,1
#身長から150cm引いた数だけ喋れる　 ,1
KDDIの件、 。それに近い立場になったことがあったらそんなこと言えないｗ,1
 ,0
うん、いやぁ、、、うんうん、なるほどねぇ、、、、##マジで26巻無料キャンペーンしかやってなくね？##既にいるファンには何も無しか## ,1
宇宙人もしくは の間違いじゃない?###われわれ政府,1
自衛隊のあの件河野さんは全く動く気なさそうでさすが…期待を裏切らないね##昨日も今日もツイッタランドで楽しそうにしてらあ…,1
今まで、嘘ついたり不正したことない##素晴らしい凸者なんでしょうが####10万人の時間を奪っている大罪を犯しています。#####コレコレ,1
 が上手に謝罪できてる場面も見たことなし,1
こういう発言をする「質の悪い」大人を増やさないための政策ね。分かるう####質の悪い子増やしては駄目　立花氏「納税する子を」 | 2022/7/3 - 共同通信,1
負けた時は味方が無能とかbotのがマシとか言うけど勝ったら｢最近俺上手くなってきてる！｣思えるメンタルの人、人生楽しそう,1
新人で 。ある意味大物だわな__,0
しがない奴さんらは自分の通知しか見ないジコチュー、自己陶酔野郎の集まりなので、こうやって約2000のフォロワーにその醜態が晒されていることに 。これはとても残念なことです,1
恋人ができた途端に友人への対応が疎かになる人、そこまで夢中になれるものがあるの 。,1
この話を職場のその党と候補者を推してる方に言ったんだけど、 すばらしい方だから！と逆に勧められたw####入れなかったけど←,1
結局今日も同じことの繰り返しで、在庫過多で労働量が増えるだけじゃなくて半額とか割引で売るから で、、人件費という固定費は最低限で済んだからトントンだとか思ってないですよね？？,1
"言葉を慎重に選ばないと野党やメディアの""エサ""にされて選挙に影響が出るってのに、 かつ大臣職の重鎮が選挙真っ最中にこんな暴言を吐けるとは自民党はさぞ余裕しゃくしゃくですなぁ〜",1
共産主義もベーシックインカムもMMTも、神のごとき慈悲深さと全能性と永遠の命を持った者が 、わりと上手くいくと思いますよ。,1
 伯方の塩をありがたがってろよ,1
 に3〜4年ぶりに他部署から戻ってきた上司に呼び出され、30分ほど説教...?までは行かないですけどお話してくださいました####ありがたい話もありましたが、決まって最後は「いつまでもふわふわしてるな。結婚して子供でも作れ」なんです。####余計なお世話です。,0
初回5失点ですって、 、今日も大変面白い試合してますねぇ #baystars,1
 ##将来遠くから見守っていきたいですね,1
 か？##随分と「革新」的な事を仰いますね,1
今季15回目の完封負け。##借金最多タイの12。## ##色々記録ずくめですなあ##＃ドラステ,1
サヨナラの場面を集めた映像の後に、 のセンスしかないwww####コントラストが効いてますね,1
アニポケにリプ炎上している話をフォロワさんにしたら##大の大人が だけにしか見えない##暇で羨ましいなと言ってたんだわ,1
まあ3-0なら なら上出来←####戸根ナイス__,1
「 馬鹿のために書いた本」##ワイ「interesting 」,1
エアコン取り付けてもらったジモティの業者にエアコンガス漏れの件で修理依頼したんですけども、ほんで〜かれこれまぁ4日くらい待ったんですけども、連絡は何一つ来ませんでしたｶﾞﾁｬ##よくぞまぁ ！感動をありがとう！,1
峯村健司さん、そこまで言って委員会とかに出てるんですね。 ,1
#AmazonJP  本日、７月３日。##６月２３日発送の荷物、やっと配達されたようだ。送り先は中国の深_。開梱したところ、３m__６mの寒冷紗が土嚢袋のような物にクシャクシャに詰め込まれていた。日本の業者だと折り畳まれていると思う。 ビックリぽん。,1
よく○○のこと取らないでね？とかいうツイートとかあるけど、取ろうとしたやつに取られる程度ならそこまでだろ####まぁ、だからアピールなんだろうな付き合ってて ,1
あとDbDで焚き火みすぎて精神力育ってるからまったく耐えられる。 ,1
運営にトゲ丸おっても がな...,1
「女子力、専業主婦」って言葉自体に既にジェンダーバイアスがあって、しかも女性自身が使う事が多い。####「専業主婦から〇〇しました！」ってわかりやすいアピールだけど、その時点で ってことか…←反省__,1
マスクできません##打ったら死にます##ウイルスは30度以上で〜####反ワクさん、 ,1
あったところで、 からね,0
相手にカケラの興味も持たずに ,1
詐欺集団の手の内。##なかなか勉強になります## ,1
上司に休みの日何してるの？って言われる度に、こんなハードな会社なのに休みの日に休む以外の選択肢無くないか？という念を込めて、 ,1
うーん ,0
駐車場いっぱい__## ,1
テレビつけたらメジャーリーグに高校野球にサッカー。 ,1
コロナをただの風邪って言ってる人はお友だちや家族がコロったら是非率先して看病しに行ってほしい。家の掃除と買い物、食事の用意、洗濯洗い、干し、たたみ。よろしく頼むわ。体調悪くなっても ,1
公園の水で洗車する ,1
ご近所さんはすでにビニールプールでおおはしゃぎ　 ,1
職場にて##上司「〇〇さんとこ、お子さんが体調悪くて連休だってさ。紅さんも昨日まで連休とってたよね。いいなー」##私「そうなんですよ。上司もお子さんができたらこうなるんで、覚悟しといてくださいね。あーでも、 」,1
久しぶりにツイート下書きを見たが卑屈すぎて笑う。いやでもやっぱり __________,1
ブルアカはエッチだから透き通ったって言われるけど実は大人がガチクズしかいないし、先生も一部のキャラストで学生相手に下心見え見えの ,1
ていうか ゆっくり休めよって何笑##なんでそんな上から目線なん## ,1
 ,0
世界は ,0
世間様に迷惑をかける男##天災級の大した奴でも小悪党が自業自得で追い詰められて泣きながら窮鼠猫噛みするのでも。前者はオーギーとヤンツィのころしやども、後者はジェシーくんシリーズのケイレブなんかが代表的でしょうか。 ,1
オーナーに楯突く ,1
最近あんまり第5出来てませんが、野良が即死しなかったら野良ランクマでも粘着込みで確実に引き分け以上取れるようになってきました！## ,1
 うるさい隣人さん。。。。,1
別垢の ,1
正直今回のクラブイベカリムからのSSRで色々言われてたんだけど肝心のパソスト無くてしかも全員実装されるっぽいから推しも早く来るんじゃない？ ,1
ちゃんとガラスケースとかに入れられてたら絶対他の愛弟子に買われてたと思う駿河屋ガバガバな管理 ,1
世論の逆張りが尖ってるってことかい？ ,1
今月はエアコン壊れてたおかげで電気代抑えられましたわ##オール電化でこの料金だから結構 ,1
だんじりなくても ,1
参議院選が終わった途端にコロナ大暴走ですねぇ##うがい、手洗いだけはしっかりと__##あとはコロナで死のうがワクチン打って死のうが ##全て選択は君次第。あとは人に何かを強要しちゃダメだよ___♀_##例えばワクチン打たなきゃ◯◯できないよ、みたいなね。###コロナ茶番,1
重症でも入院しなければいい、医療逼迫しないから##うちの職場じゃ会社としては大きく取り扱うけど、 ####【速報】新型コロナ　東京都で3万4995人感染確認　2日連続で最多更新　全国17都道府県で過去最多,1
ある程度貯金して家にお金入れて全部自分のお金でやってんのに、好きなものたまたまいっぱい届いた日は## て言ってくる母親まじでうざいな,1
え？あなた達って ,0
インスタでリア充アピールするの私には高度すぎて ,1
この空で雨降ってるの ,1
出さないとは思うが、、、国葬の費用 山上が負担するなら、 ##それもないのに、署名ってwww####山上容疑者の“減刑”求める署名が始動も「まだ起訴前」「お気持ちで司法歪める」と物議,1
アイテム屋の娘がアイテム集めゲームの単独主人公とはねぇ！！！！！## ,1
当選した方には ,1
流石の日本赤軍のお膝元 ,1
今回のキムガラム契約解除からミンヒジンador新ヨジャグル公開までの早さたるや…俺はハイブの性根見た気がした。世間の話題はadorヨジャグルに移った。キムガラムは自分で釈明する間も与えられず一般人に戻った。ハイブも全く触れない。 ,1
いくらなんでも言っていいことと悪いことがあるからね##ヒステリックおばさん層なくなればいよいよセブチ危うくなると思うけど##相手も相手だったと思うし、ああいう返しされた時に「〇〇こっわw」とか「ピキってて草」みたいなこと言いたくなっちゃう気持ち分かるけど ,1
フォートナイトに感謝##オワコン化してなかったら勉強に手が付けられないほどのめり込んでたはず## ,1
コロナ風邪とか茶番とかいう奴、####もしコロナ感染して発症し、##軽症だろうが重症だろうが関係なく####勿論病院に行かないよね？####風邪だもの。#### ,1
正直、宣言を出したらまたコロナ融資受けられるから、今度は沢山借り入れてやろうかな？##銀行から「借りてくれ」って煩く言われてるし、「コロナ融資なら借りるよ〜」って言ったからな。笑## ,1
火薬の原料をホームセンターで買えるのが問題なら、鉄砲の素材になった鉄パイプや電気配線も一般市民が入手できるのは問題だから ,1
まぁそもそも元から認知能力が低くないと矛盾した教義を同時に両立させるの不可能でしょ#### ,1
"スタンドマイクの前に立った女性は「テレビ朝日『報道ステーション』の〇〇と申します」と名乗ると、こう聞いた 以降の文章も「記者は」ではなくずっと「女性は」「女性は」って繰り返して、この""男性""の ",1
なんせ本邦は五・一五事件で減刑運動やって二・二六事件につながった、という輝かしい前例があるわけだが。## ,1
こんな名文 ,1
さあ ,0
